,Stock,A,B,C,D,J,K,M,N,P,Q,W,X,Y,Z,
2409,LKFN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2410,LKQ,0,0.030747156,0,0.539100133,0.010249052,0.010249052,0,0,0.020498104,0.190632367,0,0,0.030747156,0.167776981,1
2411,LL,0,0.012339205,0,0.416108832,0.003084801,0.007557763,0,0.046272018,0.454483759,0.038560015,0,0.009254404,0,0.012339205,1
2412,LLEN,0,0,0,0.716012892,0.002970576,0.011139662,0,0,0.023764612,0.237200529,0,0,0,0.008911729,1
2413,LLL,0,0.014925373,0,0.149253731,0.014925373,0.059701493,0,0.507462687,0.223880597,0.029850746,0,0,0,0,1
2414,LLNW,0,0,0,0.227985525,0,0.024125452,0,0,0,0.675512666,0,0,0,0.072376357,1
2415,LLTC,0,0.035588596,0,0.168650401,0.019771442,0.063268615,0,0,0.094902922,0.408240737,0,0,0.019771442,0.189805844,1
2416,LLY,0,0.017038885,0.001217063,0.467826934,0.016491207,0.017038885,0,0.116679852,0.090452139,0.200900627,0.00365119,0.014604759,0.015152437,0.038946023,1
2417,LM,0,0.050838841,0,0.423995933,0,0.071174377,0,0.274224708,0.037417387,0.091509914,0,0,0,0.050838841,1
2418,LMCA,0,0.054929964,0,0.278769569,0.027464982,0.027464982,0,0,0.474045592,0.109859929,0,0,0.027464982,0,1
2419,LMIA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2420,LMNR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2421,LMOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2422,LMT,0,0.022839138,0.005593258,0.468323514,0.009322097,0.019576404,0,0.238748229,0.126612723,0.043729957,0.009322097,0.00093221,0.013983146,0.041017227,1
2423,LNC,0,0.01498801,0,0.517910671,0.022482014,0.022482014,0,0.17236211,0.059952038,0.122377098,0,0,0.007494005,0.059952038,1
2424,LNCE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2425,LNCO,0,0.026860059,0,0.268600591,0,0.30889068,0,0,0.053720118,0.315068493,0,0,0.026860059,0,1
2426,LNDC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2427,LNG,0.227185136,0.021298606,0.019270168,0.515527698,0,0.038540336,0,0,0.032455019,0.118339114,0.002028439,0.002028439,0.001014219,0.022312826,1
2428,LNKD,0,0.027125331,0,0.674175452,0.00123297,0.02231675,0,0.059379816,0.076838666,0.061500524,0,0,0.022193453,0.055237038,1
2429,LNN,0,0,0,0.722673893,0,0,0,0.18699187,0,0.090334237,0,0,0,0,1
2430,LNT,0,0.031659345,0,0.426174364,0.003957418,0.079148364,0,0.114765127,0.209743164,0.0435316,0,0,0.011872255,0.079148364,1
2431,LO,0,0.044896127,0.004081466,0.452512142,0.008162932,0.028570262,0,0.165993225,0.06734419,0.134565936,0.014285131,0,0,0.079588588,1
2432,LOCK,0,0.105263158,0,0.368421053,0,0,0,0.315789474,0.105263158,0.052631579,0,0,0.052631579,0,1
2433,LOCM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2434,LODE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2435,LOGI,0,0,0,0.868583558,0,0,0,0,0.019297569,0.019297569,0,0,0.019297569,0.073523736,1
2436,LOGM,0,0.035714286,0,0.678571429,0,0.035714286,0,0,0,0.214285714,0,0,0,0.035714286,1
2437,LOPE,0,0,0,0.419354839,0,0,0,0,0.032258065,0.387096774,0,0,0,0.161290323,1
2438,LOW,0,0.010706994,0,0.506777931,0.011870282,0.05142206,0,0.087851954,0.030186126,0.257110299,0,0.007122169,0,0.036952187,1
2439,LPDX,0,0,0.091407678,0.548446069,0,0.360146252,0,0,0,0,0,0,0,0,1
2440,LPI,0,0.176470588,0,0.352941176,0,0,0,0.411764706,0,0,0,0,0.058823529,0,1
2441,LPL,0,0.033119894,0,0.292559064,0,0.011039965,0,0.176639435,0.441598587,0.022079929,0,0,0,0.022963127,1
2442,LPLA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2443,LPNT,0,0,0,0.396206027,0.060031216,0.060031216,0,0,0.072037459,0.267859287,0.012006243,0,0,0.131828551,1
2444,LPR,0,0,0,0.745762712,0,0.063559322,0,0.169491525,0.021186441,0,0,0,0,0,1
2445,LPS,0,0.041666667,0,0.208333333,0,0,0,0.541666667,0,0.083333333,0.083333333,0,0,0.041666667,1
2446,LPSN,0,0,0,0.714285714,0,0,0,0,0.142857143,0.142857143,0,0,0,0,1
2447,LPTN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2448,LPX,0,0.020486406,0,0.468260704,0.005853259,0.029266294,0,0.140478211,0.16781293,0.135649273,0,0,0,0.032192923,1
2449,LQD,0,0.007662248,0,0.461880316,0,0.027200981,0,0,0.421960003,0.05064746,0,0,0,0.030648992,1
2450,LQDT,0,0,0,0.815961882,0,0,0,0,0.079412349,0.064919595,0,0,0.039706174,0,1
2451,LRCX,0,0.060940928,0,0.415535874,0.008125457,0.105630942,0,0,0.126432112,0.185666694,0,0.012188186,0.052815471,0.032664337,1
2452,LRE,0,0,0,0.560459577,0,0,0,0.258371865,0.007005745,0.167157069,0,0,0,0.007005745,1
2453,LRN,0,0.032786885,0,0.721311475,0,0,0,0.098360656,0.147540984,0,0,0,0,0,1
2454,LRY,0,0.009615385,0,0.326923077,0.009615385,0,0,0.307692308,0.096153846,0.201923077,0,0.009615385,0,0.038461538,1
2455,LSCC,0,0,0,0.419259609,0.0354254,0.059042333,0,0,0.153510067,0.155812718,0,0.005904233,0.005904233,0.165141406,1
2456,LSE,0,0.011271416,0,0.399797115,0.011271416,0.067628494,0,0.245266005,0.022542831,0.208408476,0,0,0.022542831,0.011271416,1
2457,LSI,0.001999,0.013953023,0,0.71848076,0.033983008,0.111944028,0,0,0.011994003,0.083658171,0.001999,0.009995002,0.007996002,0.003998001,1
2458,LSTR,0,0.983471074,0,0,0,0,0,0,0.008264463,0.008264463,0,0,0,0,1
2459,LTC,0,0.011168193,0,0.714764351,0,0.011168193,0,0.162385526,0.078177351,0.011168193,0,0,0,0.011168193,1
2460,LTD,0,0.074639972,0,0.292456972,0.017562346,0.048296452,0,0.24543379,0.122936424,0.122936424,0,0,0.017562346,0.058175272,1
2461,LTM,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1
2462,LTON,0,0,0,0.947368421,0,0,0,0,0,0.052631579,0,0,0,0,1
2463,LTPZ,0,0,0,0.230769231,0,0,0,0,0.692307692,0,0,0,0,0.076923077,1
2464,LTXC,0,0,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0,0,1
2465,LUK,0,0.01525553,0,0.129672006,0.01525553,0.03051106,0,0.122807018,0.396643783,0.190694127,0.007627765,0,0.038138825,0.053394355,1
2466,LULU,0,0.050646184,0.002036028,0.31306977,0.034103461,0.060612539,0,0,0.270715307,0.195901477,0,0,0.014761199,0.058154036,1
2467,LUV,0,0.012171057,0.000393885,0.341136202,0.012210445,0.010804274,0,0.321650695,0.04619881,0.13574076,0.002757197,0.013785986,0.042492349,0.06065834,1
2468,LUX,0,0.056529112,0.084793669,0.537026569,0,0,0,0.152063313,0.113058225,0.056529112,0,0,0,0,1
2469,LVL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2470,LVLT,0,0,0,0.513189177,0,0,0,0.215102457,0.045284728,0.067927092,0,0,0,0.158496547,1
2471,LVNTA,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1
2472,LVS,0,0.010529903,0,0.690550481,0.002004423,0.032211079,0,0.138766211,0.044665228,0.03448944,0.003340705,0.001336282,0.003340705,0.038765543,1
2473,LWC,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0.166666667,0,1
2474,LXK,0,0.010279438,0,0.554418806,0.004869208,0.038466741,0,0.126312657,0.139410826,0.068369086,0.000541023,0.000541023,0.002164092,0.0546271,1
2475,LXP,0,0.010017029,0,0.196934789,0,0.020034058,0,0.599619353,0.010017029,0.010017029,0,0,0,0.153360713,1
2476,LXRX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2477,LXU,0,0,0,0.368421053,0,0,0,0.526315789,0,0.105263158,0,0,0,0,1
2478,LYB,0,0.046480551,0,0.446242338,0.008715103,0.05229062,0,0.132353368,0.049385585,0.185922203,0.002905034,0.005810069,0,0.069895128,1
2479,LYG,0,0.286016017,0,0.184810349,0.411995072,0,0,0.096644079,0.005866995,0,0.004400246,0,0.010267242,0,1
2480,LYV,0,0,0,0.38961039,0.025974026,0,0,0.181818182,0.272727273,0.077922078,0,0,0,0.051948052,1
2481,LZB,0,0.1,0,0,0,0,0,0.2,0.3,0,0,0.3,0.1,0,1
2482,M,0,0.020441537,0,0.41782502,0.017034614,0.132733715,0,0.141762061,0.061733442,0.119889616,0.006813846,0,0.017034614,0.064731534,1
2483,MA,0,0,0,0.530247813,0.018221574,0,0,0.214650146,0.091107872,0.072886297,0.054664723,0,0,0.018221574,1
2484,MAA,0,0,0,0.460043197,0,0,0,0,0.107991361,0,0,0.107991361,0.323974082,0,1
2485,MAC,0,0.00272094,0,0.823138877,0,0,0,0.068023509,0.024488463,0.038093165,0.00272094,0,0.008162821,0.032651284,1
2486,MACK,0,0.363636364,0,0.181818182,0,0,0,0,0.090909091,0.181818182,0,0,0.090909091,0.090909091,1
2487,MAIN,0,0,0,0.840383081,0,0.02660282,0,0.07980846,0,0.05320564,0,0,0,0,1
2488,MAKO,0,0,0,0.726340526,0,0,0,0,0.06408887,0.166844691,0,0,0,0.042725913,1
2489,MAN,0,0.037638006,0,0.586943794,0,0.041820007,0,0.108732017,0.098360656,0.058548009,0,0,0.008364001,0.05959351,1
2490,MANH,0,0,0,0.909090909,0,0,0,0,0.090909091,0,0,0,0,0,1
2491,MANT,0,0,0,0.333333333,0.222222222,0,0,0,0.111111111,0.333333333,0,0,0,0,1
2492,MAR,0,0.020728611,0,0.404207908,0,0.051717884,0,0.191687827,0.129553817,0.139918122,0,0,0.010364305,0.051821527,1
2493,MAS,0,0.031961646,0,0.365028632,0.028978559,0.013317353,0,0.109202291,0.101797843,0.189905447,0.002663471,0.005326941,0.010653882,0.141163937,1
2494,MASI,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.5,1
2495,MAT,0,0.025369979,0,0.352093023,0.025369979,0.067653277,0,0,0.082452431,0.237758985,0.00422833,0,0.012684989,0.192389006,1
2496,MATX,0,0.073800738,0,0.520295203,0,0.129151292,0,0.055350554,0.073800738,0.092250923,0,0,0,0.055350554,1
2497,MAV,0,0,0,0.170124481,0,0,0,0,0,0.829875519,0,0,0,0,1
2498,MBB,0,0,0,0.536116634,0,0,0,0,0.463883366,0,0,0,0,0,1
2499,MBFI,0,0,0,0.465353756,0,0,0,0,0,0.43739363,0,0,0.07293946,0.024313153,1
2500,MBI,0,0.014176577,0,0.789084036,0.018902103,0.020445775,0,0.065606049,0.069733008,0.012601402,0.00315035,0,0,0.006300701,1
2501,MBT,0,0.024217263,0.001729805,0.660958312,0.006919218,0.048434527,0,0.143573776,0.051894136,0.0380557,0,0.001729805,0.003459609,0.01902785,1
2502,MCBC,0,0,0,0.834983498,0,0,0,0,0,0,0,0,0.066006601,0.099009901,1
2503,MCC,0,0.031451486,0,0.630445039,0,0,0,0.220160403,0.015725743,0.086491587,0.015725743,0,0,0,1
2504,MCD,0,0.034396381,0.000747747,0.39271694,0.007477474,0.102875089,0,0.155613714,0.08952032,0.129165888,0.007477474,0.000747747,0.008225222,0.071036004,1
2505,MCEP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2506,MCGC,0,0,0,0.633401222,0,0,0,0,0.040733198,0.285132383,0,0,0,0.040733198,1
2507,MCHI,0,0,0,0.181196935,0.085473183,0,0,0,0.415199834,0.136958998,0,0,0,0.18117105,1
2508,MCHP,0,0.039783577,0,0.528723743,0,0.007956715,0,0,0.041931891,0.254455761,0,0,0,0.127148313,1
2509,MCHX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2510,MCK,0,0.136523676,0,0.223611411,0,0.007185457,0,0.302148452,0.158080046,0.050298196,0.014370913,0.007185457,0.028741827,0.071854566,1
2511,MCN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2512,MCO,0,0.079039668,0,0.255051129,0.009879959,0.004939979,0,0.527589784,0.034579855,0.034579855,0,0.014819938,0.029639876,0.009879959,1
2513,MCOX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2514,MCP,0,0,0,0.604343323,0,0.036410124,0,0.101948346,0.113923231,0.09401903,0.003236455,0,0.003236455,0.042883035,1
2515,MCR,0,0,0,0.655172414,0,0,0,0.344827586,0,0,0,0,0,0,1
2516,MCRS,0,0,0,0.55157198,0.055157198,0.165471594,0,0,0.055157198,0.17264203,0,0,0,0,1
2517,MCY,0,0.032066699,0,0.192400192,0,0.042755598,0,0.25653359,0.300358078,0.127785794,0.00534445,0,0.00534445,0.037411149,1
2518,MD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2519,MDAS,0,0,0,0.173553719,0,0,0,0,0.688705234,0.137741047,0,0,0,0,1
2520,MDC,0,0.056297249,0,0.290064876,0.005361643,0.010723286,0,0.178194199,0.228593641,0.139617179,0.008042464,0.002680821,0.024127393,0.056297249,1
2521,MDCI,0,0,0,0.2,0,0.4,0,0,0.2,0.2,0,0,0,0,1
2522,MDCO,0,0.068065797,0,0.74429949,0,0.022688599,0,0,0.011344299,0.153601815,0,0,0,0,1
2523,MDGN,0.333333333,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,1
2524,MDIV,0,0,0,0.828193033,0,0.009071118,0,0,0.03628447,0.099238026,0,0,0,0.027213353,1
2525,MDLZ,0.000533713,0.004536557,0,0.632428112,0.010407396,0.061243524,0,0,0.039070433,0.159281196,0.001867994,0.000266856,0.008939686,0.081424532,1
2526,MDM,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1
2527,MDP,0,0.081649316,0,0.504184527,0,0.020412329,0,0.183710961,0.040824658,0.107981221,0,0.040824658,0,0.020412329,1
2528,MDR,0,0.054150338,0,0.369908562,0.04156276,0.047500297,0,0.053437834,0.195938725,0.148438428,0.005937537,0.029687686,0.005937537,0.047500297,1
2529,MDRX,0,0,0,0.410361842,0.016447368,0.016447368,0,0,0.032894737,0.392269737,0,0,0,0.131578947,1
2530,MDSO,0,0.166666667,0,0.333333333,0,0.333333333,0,0,0,0.166666667,0,0,0,0,1
2531,MDT,0,0.028667259,0,0.381303214,0.01433363,0.037267437,0,0.214345096,0.117621764,0.068801422,0.01433363,0,0.008600178,0.114726371,1
2532,MDU,0,0.222222222,0,0.555555556,0.055555556,0.111111111,0,0,0,0,0.055555556,0,0,0,1
2533,MDVN,0,0.054828856,0,0.551029999,0.015665387,0.054828856,0,0,0.039163468,0.128299522,0,0,0.023498081,0.132685831,1
2534,MDW,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,1
2535,MDY,0,0.068100358,0,0.257992832,0,0.150537634,0.003584229,0,0.086021505,0.247383513,0.007168459,0.025089606,0.003584229,0.150537634,1
2536,MDYV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2537,MEA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2538,MED,0,0,0,0.307692308,0,0.153846154,0,0.153846154,0.230769231,0,0,0,0,0.153846154,1
2539,MEET,0.495540139,0,0,0.306243806,0,0.099108028,0,0,0,0.099108028,0,0,0,0,1
2540,MEG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2541,MEI,0,0.000798231,0,0.989918341,0,0,0,0.001596462,0.001596462,0.005292272,0,0,0,0.000798231,1
2542,MEIP,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,1
2543,MELI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2544,MEMP,0,0.009815951,0,0.70797546,0,0.211042945,0,0,0.024539877,0.03190184,0,0,0,0.014723926,1
2545,MEMS,0,0.091700427,0,0.644147597,0,0.001368663,0,0,0.130022994,0.109493047,0,0,0,0.023267273,1
2546,MEN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2547,MENT,0,0,0,0.415110004,0,0.083022001,0,0,0,0.460356995,0,0,0,0.041511,1
2548,MEOH,0,0.019230769,0,0.326923077,0.019230769,0.057692308,0,0,0.038461538,0.288461538,0,0,0.019230769,0.230769231,1
2549,MERC,0,0,0,0.4,0,0.1,0,0,0,0.1,0,0,0,0.4,1
2550,MERU,0,0,0,0.833333333,0,0,0,0,0,0.083333333,0,0,0.083333333,0,1
2551,MET,0,0.0006637,0,0.618412363,0.0026548,0.009955499,0,0.043074125,0.056862491,0.074682834,0,0.00033185,0.012278449,0.181083888,1
2552,MFA,0,0.014210096,0,0.575118121,0.071050481,0.014210096,0,0.127890866,0.108707236,0.067497957,0,0,0.021315144,0,1
2553,MFC,0,0.036459758,0,0.219351016,0.050132167,0.469419378,0,0.100902379,0.022787348,0.018913499,0.018229879,0,0.00455747,0.059247106,1
2554,MFG,0,0,0,0.054176072,0,0.06772009,0,0.659142212,0.06772009,0.029345372,0,0,0.020316027,0.101580135,1
2555,MFL,0,0.058823529,0,0.117647059,0,0,0,0.176470588,0.470588235,0,0,0,0.176470588,0,1
2556,MFLX,0,0,0,0.571428571,0,0,0,0,0,0.285714286,0,0,0,0.142857143,1
2557,MFM,0,0,0,0.852398524,0,0,0,0.147601476,0,0,0,0,0,0,1
2558,MFRM,0,0.328947368,0,0.328947368,0,0,0,0,0,0,0,0,0,0.342105263,1
2559,MFSF,0,0.066666667,0,0.533333333,0,0.133333333,0,0,0,0.133333333,0,0,0,0.133333333,1
2560,MG,0,0,0,0.4,0,0,0,0.6,0,0,0,0,0,0,1
2561,MGA,0,0.104166667,0,0.104166667,0.020833333,0.0625,0,0.166666667,0.0625,0.291666667,0,0,0.0625,0.125,1
2562,MGAM,0,0,0.470588235,0.411764706,0,0.058823529,0,0,0,0.058823529,0,0,0,0,1
2563,MGC,0,0,0,0.266666667,0,0.066666667,0,0,0.133333333,0.4,0,0,0,0.133333333,1
2564,MGF,0,0,0,0.337690632,0,0,0,0.553376906,0.108932462,0,0,0,0,0,1
2565,MGI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2566,MGIC,0,0,0,0.680766161,0,0.07980846,0,0,0,0.239425379,0,0,0,0,1
2567,MGK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2568,MGLN,0,0.119047619,0,0.214285714,0,0,0,0,0.023809524,0.452380952,0,0,0.119047619,0.071428571,1
2569,MGM,0,0,0,0.470215271,0.008409014,0.026908846,0,0.156424487,0.092499159,0.114362597,0,0.025227043,0.042045072,0.06390851,1
2570,MGPI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2571,MGR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2572,MGT,0,0,0,0.890148213,0.012454851,0.006227426,0,0,0,0.091169511,0,0,0,0,1
2573,MGV,0,0,0,0.290060852,0,0,0,0,0.709939148,0,0,0,0,0,1
2574,MHE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2575,MHF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2576,MHGC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2577,MHH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2578,MHK,0,0.09594627,0,0.211881346,0.015991045,0,0,0.061965299,0.414327976,0.06396418,0.015991045,0.071959703,0.023986568,0.023986568,1
2579,MHLD,0,0,0,0.587366276,0,0,0,0,0,0.412633724,0,0,0,0,1
2580,MHN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2581,MHNA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2582,MHO,0,0.057743388,0,0.554336528,0,0,0,0.288716942,0.029911075,0,0,0.057743388,0,0.011548678,1
2583,MHR,0,0.009040234,0.021128343,0.754965161,0.020678804,0.090132614,0,0.05415599,0.025174196,0.013036637,0,0,0,0.01168802,1
2584,MHY,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,0,1
2585,MIC,0,0,0,0.376257545,0,0.422535211,0,0.181086519,0,0,0,0,0,0.020120724,1
2586,MIDD,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,1
2587,MIDU,0,0,0,0.859649123,0,0,0,0,0.140350877,0,0,0,0,0,1
2588,MIDZ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2589,MIG,0,0.023126735,0,0.431699044,0,0.025439408,0,0.273049645,0.131051496,0.092506938,0.007708912,0,0,0.015417823,1
2590,MIL,0,0,0,0.857142857,0,0,0,0,0,0.142857143,0,0,0,0,1
2591,MIN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2592,MINT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2593,MITK,0,0,0,0.951432734,0,0,0,0,0,0.048567266,0,0,0,0,1
2594,MITT,0,0.06385696,0,0.546775223,0,0,0,0.143678161,0.133939974,0.04789272,0.01596424,0,0.03192848,0.01596424,1
2595,MJN,0,0.043044386,0.000944992,0.558490281,0.017009856,0.029294752,0,0.072887234,0.092221771,0.118067302,0.00472496,0,0.003779968,0.059534497,1
2596,MKC,0,0.141668142,0,0.460421463,0.026031521,0.017708518,0,0.15937666,0.053125553,0.088542589,0,0,0.035417036,0.017708518,1
2597,MKSI,0,0.107066381,0,0.678800857,0,0,0,0,0,0.214132762,0,0,0,0,1
2598,MKTX,0,0,0,0.733333333,0,0,0,0,0,0.266666667,0,0,0,0,1
2599,MLAB,0,0,0,0,0,0,0,0,0.166666667,0.833333333,0,0,0,0,1
2600,MLHR,0,0,0,0.511111111,0,0.044444444,0,0,0.244444444,0.088888889,0.022222222,0,0,0.088888889,1
2601,MLI,0,0,0,0.256268437,0,0,0,0.383849558,0.092551622,0.193584071,0,0,0.027654867,0.046091445,1
2602,MLM,0,0,0,0.642857143,0.071428571,0.142857143,0,0,0,0.071428571,0,0,0,0.071428571,1
2603,MLN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2604,MLNX,0,0.017320016,0,0.595866289,0,0.04618671,0,0,0.069280065,0.098146758,0,0,0.011546677,0.161653484,1
2605,MLPG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2606,MLPI,0,0.033955857,0,0.777249576,0,0,0,0,0.033955857,0.15483871,0,0,0,0,1
2607,MLPL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2608,MLR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2609,MLU,0,0.037037037,0,0.055555556,0,0,0,0,0.425925926,0.259259259,0,0,0,0.222222222,1
2610,MM,0,0.06245316,0,0.37609293,0.004163544,0.126988092,0,0.100133233,0.201099176,0.1040886,0,0,0,0.024981264,1
2611,MMC,0,0.070928274,0,0.19957443,0.008866034,0.017732068,0,0.257114992,0.124124479,0.197623903,0.017732068,0.008866034,0.017732068,0.079705648,1
2612,MMD,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1
2613,MMLP,0,0,0,0.938385705,0,0,0,0,0,0,0,0,0,0.061614295,1
2614,MMM,0,0.036271472,0,0.54592505,0.013418102,0.03091488,0,0.148781189,0.054311364,0.14428719,0.001064929,0.001064929,0.006389572,0.017571324,1
2615,MMP,0,0.145454545,0,0.818181818,0,0,0,0,0.036363636,0,0,0,0,0,1
2616,MMS,0,0.140581068,0,0.374882849,0,0.187441425,0,0.250234302,0.046860356,0,0,0,0,0,1
2617,MMT,0,0,0,0.743731407,0,0,0,0.256268593,0,0,0,0,0,0,1
2618,MMU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2619,MN,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1
2620,MNI,0,0,0,0.599805843,0.023113905,0.004622781,0,0.036982249,0.314672707,0.004622781,0,0,0,0.016179734,1
2621,MNKD,0,0,0,0.588620609,0.023827189,0.009539355,0,0,0.046636847,0.151908931,0,0,0.00635957,0.173107498,1
2622,MNOV,0,0,0,0.405805191,0,0,0,0,0,0.594194809,0,0,0,0,1
2623,MNR,0,0,0,0.220872446,0,0.552181115,0,0.171728327,0.055218112,0,0,0,0,0,1
2624,MNRO,0,0,0,0.470588235,0,0.117647059,0,0,0.117647059,0.294117647,0,0,0,0,1
2625,MNST,0,0.001300847,0,0.856906846,0.001300847,0.055936415,0,0,0.007805081,0.065042343,0.001300847,0,0.003902541,0.006504234,1
2626,MNTA,0,0,0.833333333,0,0,0,0,0,0,0.166666667,0,0,0,0,1
2627,MNTG,0,0,0,0,0,0.333333333,0,0,0.083333333,0.416666667,0,0,0,0.166666667,1
2628,MNTX,0,0,0,0.428571429,0,0,0,0,0,0.571428571,0,0,0,0,1
2629,MO,0,0.016635551,0.002276763,0.428889091,0.027564015,0.067255589,0,0.081986248,0.060455656,0.238005252,0.00683029,0.00683029,0.005312448,0.057958806,1
2630,MOD,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0.333333333,1
2631,MODN,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1
2632,MOH,0,0.034482759,0,0.275862069,0,0,0,0.310344828,0.068965517,0.068965517,0,0,0,0.24137931,1
2633,MOLX,0,0.027156629,0,0.241451022,0.014292963,0.04216424,0,0,0.183957578,0.371988651,0.001429296,0.000714648,0.017866204,0.098978768,1
2634,MOLXA,0,0.006827492,0.002275831,0.091147019,0.004551661,0.004551661,0,0,0.600705508,0.150204825,0,0,0.002275831,0.137460173,1
2635,MON,0,0.075827627,0,0.456732237,0.026170018,0.045797531,0,0.20266498,0.041435862,0.081955773,0.00436167,0,0.008723339,0.056330963,1
2636,MOO,0,0,0,0.440016926,0.021158051,0,0,0,0.440087453,0.084632203,0,0,0.007052684,0.007052684,1
2637,MORL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2638,MORT,0,0,0,0.531737773,0.026014568,0.130072841,0,0,0.28616025,0,0,0,0,0.026014568,1
2639,MOS,0,0.092711821,0,0.387071852,0.010301313,0.041205254,0,0.103013134,0.108163791,0.097862477,0.04635591,0.04635591,0.005150657,0.061807881,1
2640,MOSY,0,0,0,0.872340426,0,0.021276596,0,0,0,0.085106383,0,0,0,0.021276596,1
2641,MOV,0,0.416666667,0,0.083333333,0,0,0,0,0.333333333,0,0,0,0,0.166666667,1
2642,MOVE,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1
2643,MPB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2644,MPC,0,0.127702801,0,0.432912495,0.002902336,0.014511682,0,0.239239588,0.076389494,0.048294877,0.002902336,0,0.008707009,0.046437382,1
2645,MPEL,0,0.001363897,0,0.71631857,0.007842406,0.010674765,0,0,0.080765419,0.146441593,0,0,0.008383419,0.028209931,1
2646,MPET,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2647,MPG,0,0,0,0.833333333,0,0,0,0.083333333,0.041666667,0.041666667,0,0,0,0,1
2648,MPO,0,0.016949153,0,0.559322034,0.033898305,0.050847458,0,0.254237288,0.033898305,0.016949153,0.016949153,0.016949153,0,0,1
2649,MPW,0,0,0,0.567691457,0.007903264,0.023709792,0,0.086935905,0.195210622,0.071129376,0.023709792,0.015806528,0,0.007903264,1
2650,MPWR,0,0.007686395,0,0.737893928,0,0.035357417,0,0,0.03074558,0.157571099,0,0,0.007686395,0.023059185,1
2651,MPX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2652,MQT,0,0,0,0.727272727,0,0,0,0.272727273,0,0,0,0,0,0,1
2653,MQY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2654,MR,0,0.080321285,0,0.397590361,0,0.080321285,0,0.040160643,0.120481928,0.120481928,0,0,0,0.16064257,1
